,cost,name,damage,text,id
1664,"['1', 'W']",Bubble Drain,60,Heal 30 damage from this Pokemon.,68b2ea16b594c9577ba43595
1665,"['1', 'W']",Headbutt,20,,68b2ea16b594c9577ba43598
1666,"['1', 'R', 'R']",Falme Cannon,90,Your opponent's Active Pokemon is now Burned.,68b2ea16b594c9577ba4359b
1667,"['1', 'R', 'R']",Heat Blast,60,,68b2ea16b594c9577ba4359e
1668,"['1', 'R']",Flap,30,,68b2ea16b594c9577ba435a1
1669,['3'],Blaze Ball,60+,This attack does 20 more damage for each [R] Energy attached to this Pokémon.,68b2ea16b594c9577ba435a4
1670,['2'],Raging Horns,20+,This attack does 10 more damage for each damage counter on this Pokemon.,68b2ea16b594c9577ba435a7
1671,"['1', 'R', 'R']",Blaze Dash,120,Discard 1 Energy from this Pokemon.,68b2ea16b594c9577ba435a7
1672,"['R', 'R']",Steady Firebreathing,30,,68b2ea16b594c9577ba435ad
1673,['2'],Ball Roll,30x,Flip a coin until you get tails. This attack does 30 damage times the number of heads.,68b2ea16b594c9577ba435b0
1674,['G'],[2] Spicy Headbutt,110,This attack’s damage isn’t affected by Resistance.,68b2ea16b594c9577ba435b3
1675,['1'],Picante,10,"Flip a coin. If heads, your opponent’s Active Pokemon is now Burned.",68b2ea16b594c9577ba435b6
1676,"['1', 'G', 'G']",Solar Beam,150,,68b2ea16b594c9577ba435bc
1677,['G'],Sunny Wind,30,Heal 30 damage from this Pokémon.,68b2ea16b594c9577ba435bf
1678,['2'],Tackle,30,,68b2ea16b594c9577ba435c2
1679,"['1', 'G', 'G']",Magnum Punch,110,,68b2ea16b594c9577ba435c5
1680,"['1', 'G']",Corkscrew Punch,30,,68b2ea16b594c9577ba435c8
1681,"['G', 'G']",Rollout,30,,68b2ea16b594c9577ba435cb
1682,['G'],Fluffy Breeze,60,This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.),68b2ea16b594c9577ba435ce
1683,['G'],Flowery Zephyr,30,This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.),68b2ea16b594c9577ba435d1
1684,['G'],Splashing Dodge,10,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.",68b2ea16b594c9577ba435d4
1685,['1'],Agility,10,"Flip a coin, if heads prevent all effects of attacks, including damage, done to this Pokemon during your opponent’s next turn.",68b2ea16b594c9577ba435d7
1686,['2'],Cut,20,,68b2ea16b594c9577ba435d7
1687,"['2', 'G']",Solar Beam,90,,68b2ea16b594c9577ba435da
1688,['2'],Drool,30,,68b2ea17b594c9577ba435dd
1689,['2'],Razor Leaf,20,,68b2ea17b594c9577ba435e0
1690,['1'],Motivate,20,Attach up to 2 Basic Energy cards from your discard pile to 1 of your Benched Pokemon.,68b2ea17b594c9577ba43613
1691,['2'],Gentle Slap,50,,68b2ea17b594c9577ba43616
1692,['3'],Gentle Slap,30,,68b2ea17b594c9577ba43619
1693,['3'],Whimsy Tackle,70,"Flip a coin. If tails, this attack does nothing.",68b2ea17b594c9577ba4361f
1694,['2'],Covert Flight,70,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.",68b2ea17b594c9577ba43625
1695,"['P', 'D']",Dominating Echo,140,"During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.",68b2ea17b594c9577ba43625
1696,"['P', 'D']",Gust,40,,68b2ea17b594c9577ba43628
1697,"['3', 'M']",Knock Away,90+,"Flip a coin. If heads, this attack does 90 more damage.",68b2ea18b594c9577ba43631
1698,"['2', 'D']",Needle Bone,200,"Flip a coin. If tails, during your next turn, this Pokémon can't attack.",68b2ea18b594c9577ba43643
1699,['D'],Ram,10,,68b2ea18b594c9577ba43646
1700,"['R', 'R']",Burning Darkness,180+,This attack does 30 more damage for each Prize card your opponent has taken.,68b2ea18b594c9577ba43652
1701,['F'],Rage Fist,70x,This attack does 70 damage for each Prize card your opponent has taken.,68b2ea18b594c9577ba43667
1702,"['F', 'F']",Dynamite Punch,170,This Pokémon also does 50 damage to itself.,68b2ea18b594c9577ba43667
1703,['F'],Thrashing Punch,70,This Pokemon does 20 damage to itself.,68b2ea18b594c9577ba4366a
1704,['F'],Monkey Strike,30,This Pokemon does 10 damage to itself.,68b2ea18b594c9577ba4366d
1705,"['P', 'P']",Grave Visit,80,This attack does 10 damage for each [P] Pokemon in your discard pile.,68b2ea18b594c9577ba43673
1706,['P'],Graveyard Frolic:,10x,This attack does 10 damage for each [P] Pokemon in your discard pile.,68b2ea19b594c9577ba43676
1707,"['2', 'P']",Headbutt Bounce,100,,68b2ea19b594c9577ba4367f
1708,['2'],Rear Kick,20,,68b2ea19b594c9577ba43682
1709,"['1', 'P', 'P']",Miracle Force,190,Heal any Special Conditions on this Pokemon.,68b2ea19b594c9577ba4369d
1710,"['1', 'P']",Magical Shot,30,,68b2ea19b594c9577ba436a0
1711,"['1', 'P', 'P']",Psychic,60+,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,68b2ea19b594c9577ba436a0
1712,"['1', 'P']",Psyshot,30,,68b2ea19b594c9577ba436a3
1713,['P'],Triple Strike,10x,Flip 3 coins. This attack does 10 damage for each heads.,68b2ea19b594c9577ba436a9
1714,"['1', 'L', 'L']",Thunder,180,This Pokemon also does 50 damage to itself,68b2ea19b594c9577ba436bb
1715,['1'],"Growl
During your opponent’s next turn, the Defending Pokemon’s attacks do 20 less damage",before applying Weakness and Resistance,.,68b2ea19b594c9577ba436be
1716,"['1', 'L']",Pika Bolt,30,,68b2ea19b594c9577ba436be
1717,"['1', 'R', 'R']",Falme Cannon,90,Your opponent's Active Pokemon is now Burned.,68b2ea1ab594c9577ba436c7
1718,"['1', 'R', 'R']",Heat Blast,60,,68b2ea1ab594c9577ba436ca
1719,"['R', 'R']",Steady Firebreathing,30,,68b2ea1ab594c9577ba436df
1720,['G'],[G] Colony Rush,80+,This attack does 40 more damage for each of your Benched Pokemon with [G] Energy attached.,68b2ea1ab594c9577ba436e5
1721,['2'],Ram,10,,68b2ea1ab594c9577ba436e8
1722,"['G', 'G']",Guard Press,120,"During your opponent’s next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).",68b2ea1ab594c9577ba436ee
1723,"['G', 'G']",Rollout,30,,68b2ea1ab594c9577ba436f1
1724,"['1', 'D', 'D']",Calamity Storm,100+,"You may discard a Stadium in play. If you do, this attack does 120 more damage.",68af8392c4f780b5153e6c5e
1725,"['1', 'P', 'P']",Laser Blade,200,"During your next turn, this Pokémon can’t attack.",68af8392c4f780b5153e6c5b
1726,['F'],Hydro Lander,160,Attach up to 3 Basic F Energy from your discard pile to your Benched Pokémon in any way you like.,68af8392c4f780b5153e6c58
1727,['2'],"Sonic Dive
Discard 2 Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af8392c4f780b5153e6c58
1728,"['W', 'M']",Light Pulse,140,"During your opponent's next turn, prevent all effects of attacks used by your opponent's Pokémon done to this Pokémon. (Damage is not an effect.)",68af8392c4f780b5153e6c43
1729,['M'],Make it Rain,50x,Discard any number of Basic Energy cards from your hand. This attack does 50 damage for each card you discarded in this way.,68af8392c4f780b5153e6c40
1730,"['1', 'D', 'D']",Calamity Storm,100+,"You may discard a Stadium in play. If you do, this attack does 120 more damage.",68af8392c4f780b5153e6c3d
1731,"['1', 'F', 'F']",Earthen Spike,200,"During your next turn, this Pokémon can't attack.",68af8392c4f780b5153e6c3a
1732,"['1', 'P', 'P']",Laser Blade,200,"During your next turn, this Pokémon can’t attack.",68af8392c4f780b5153e6c37
1733,"['1', 'L', 'L']",Arm Press,160,,68af8392c4f780b5153e6c34
1734,"['3', 'L']",Amp You Very Much,120,"If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",68af8392c4f780b5153e6c34
1735,"['1', 'L']",Vengeful Shock,30+,"If any of your Pokémon were Knocked Out by damage from an attack from your opponent's Pokémon during their last turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Paralyzed.",68af8392c4f780b5153e6c31
1736,"['1', 'L', 'L']",Extreme Current,180,Discard an Energy from this Pokémon.,68af8392c4f780b5153e6c31
1737,['2'],Aqua Blade,70,,68af8392c4f780b5153e6c2e
1738,"['2', 'W']",Swing and Skedaddle,170,"Discard an Energy from this Pokémon. If you do, switch it with 1 of your Benched Pokémon.",68af8392c4f780b5153e6c2e
1739,['F'],Hydro Lander,160,Attach up to 3 Basic F Energy from your discard pile to your Benched Pokémon in any way you like.,68af8392c4f780b5153e6c2b
1740,['2'],"Sonic Dive
Discard 2 Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af8392c4f780b5153e6c2b
1741,['3'],Shadowy Wind,130,You may put this Pokémon and all attached cards into your hand.,68af8391c4f780b5153e6c0a
1742,['2'],Nom-Nom-Nom Incisors,120,Draw 2 cards.,68af8391c4f780b5153e6c07
1743,"['W', 'M']",Light Pulse,140,"During your opponent's next turn, prevent all effects of attacks used by your opponent's Pokémon done to this Pokémon. (Damage is not an effect.)",68af8391c4f780b5153e6c04
1744,['M'],Make it Rain,50x,Discard any number of Basic Energy cards from your hand. This attack does 50 damage for each card you discarded in this way.,68af8391c4f780b5153e6c01
1745,['M'],Peerless Edge,70x,This attack does 70 damage for each Prize card you have taken.,68af8391c4f780b5153e6bfe
1746,"['M', 'M']",Double-Edged Slash,220,This Pokémon also does 30 damage to itself.,68af8391c4f780b5153e6bfe
1747,"['1', 'D', 'D']",Calamity Storm,100+,"You may discard a Stadium in play. If you do, this attack does 120 more damage.",68af8391c4f780b5153e6bfb
1748,"['1', 'F', 'F']",Earthen Spike,200,"During your next turn, this Pokémon can't attack.",68af8391c4f780b5153e6bf8
1749,"['L', 'L']",Knocking Hammer,70,Discard the top card of your opponent’s deck,68af8391c4f780b5153e6bf5
1750,"['L', 'L', 'L']",Gaia Punk,270,Discard 3 L Energy from your Pokémon in play.,68af8391c4f780b5153e6bf5
1751,"['D', 'D']",Energy Crush,50x,This attack does 50 damage for each Energy attached to all of your opponent's Pokémon.,68af8391c4f780b5153e6bf2
1752,"['D', 'D', 'D']",Bandit's Fist,200,"During your next turn, this Pokémon can't use Bandit's Fist.",68af8391c4f780b5153e6bf2
1753,"['1', 'P', 'P']",Laser Blade,200,"During your next turn, this Pokémon can’t attack.",68af8391c4f780b5153e6bef
1754,"['P', 'P']",Hollow Hands,110,Put 5 damage counters on your opponent’s Benched Pokémon in any way you like.,68af8391c4f780b5153e6bec
1755,"['1', 'L', 'L']",Arm Press,160,,68af8391c4f780b5153e6be9
1756,"['3', 'L']",Amp You Very Much,120,"If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.",68af8391c4f780b5153e6be9
1757,"['1', 'L']",Vengeful Shock,30+,"If any of your Pokémon were Knocked Out by damage from an attack from your opponent's Pokémon during their last turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Paralyzed.",68af8391c4f780b5153e6be6
1758,"['1', 'L', 'L']",Extreme Current,180,Discard an Energy from this Pokémon.,68af8391c4f780b5153e6be6
1759,['2'],Aqua Blade,70,,68af8391c4f780b5153e6be3
1760,"['2', 'W']",Swing and Skedaddle,170,"Discard an Energy from this Pokémon. If you do, switch it with 1 of your Benched Pokémon.",68af8391c4f780b5153e6be3
1761,"['G', 'G']",Trop Kick,180,Heal 30 damage from this Pokémon and it recovers from all Special Conditions.,68af8391c4f780b5153e6be0
1762,['F'],Hydro Lander,160,Attach up to 3 Basic F Energy from your discard pile to your Benched Pokémon in any way you like.,68af8391c4f780b5153e6bdd
1763,['2'],"Sonic Dive
Discard 2 Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af8391c4f780b5153e6bdd
1764,['2'],Scorching Bazooka,40+,This attack does 40 more damage for each R Energy attached to this Pokemon.,68af8391c4f780b5153e6bda
1765,"['W', 'W']",Frost Bullet,140,This attack also does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),68af8391c4f780b5153e6bd7
1766,['3'],"Homing Headbutt
This attack does 50 damage to 3 of your opponent's Pokémon that have any damage counters on them.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af8391c4f780b5153e6bd4
1767,['5'],Baryon Beam,150,"If this Pokémon has a Future Booster Energy Capsule attached, this attack can be used for [3]",68af8391c4f780b5153e6bd4
1768,['1'],Ram,30,,68af8391c4f780b5153e6bd1
1769,['3'],Driving Buddy,70+,"If you played a Supporter card from your hand during this turn, this attack does 70 more damage.",68af8391c4f780b5153e6bd1
1770,['1'],Energized Attack,40x,This attack does 40 damage for each Energy attached to this Pokemon.,68af8391c4f780b5153e6bce
1771,['1'],Peck,10,,68af8391c4f780b5153e6bcb
1772,['1'],Body Slam,10,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af8391c4f780b5153e6bc8
1773,['2'],Mega Impact,40,,68af8391c4f780b5153e6bc8
1774,['2'],Smack,20,,68af8391c4f780b5153e6bc5
1775,"['1', 'M']",Hard Bashing,120,This attack's Damage isn't affected by any effects on your opponent's  Active Pokémon.,68af8391c4f780b5153e6bc2
1776,"['1', 'M']",Spinning Needles,50,"During your next turn, this Pokémon's Spinning Needles attack does 100 more damage (before applying Weakness and Resistance).",68af8391c4f780b5153e6bbf
1777,['M'],Earthquake,130,This attack also does 30 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon).,68af8390c4f780b5153e6bbc
1778,"['3', 'M', 'M']",Heavy Impact,180,,68af8390c4f780b5153e6bbc
1779,"['1', 'D', 'D']",Rampaging Hammer,120,"During your next turn, this Pokémon can’t attack.",68af8390c4f780b5153e6bb9
1780,"['D', 'D']",Energizer Wheel,70,Move 2 D Energy from this Pokémon to 1 of your Benched Pokémon.,68af8390c4f780b5153e6bb6
1781,['2'],Cross-Cut,30+,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 60 more damage.",68af8390c4f780b5153e6bb3
1782,"['1', 'D', 'D']",Dark Edge,120,Discard an Energy from this Pokémon.,68af8390c4f780b5153e6bb3
1783,['D'],Chuck,50x,Discard any number of Pokémon Tool cards from your hand. This attack does 50 damage for each card you discarded in this way.,68af8390c4f780b5153e6bb0
1784,"['2', 'D']",Venomous Hit,80,Your opponent’s Active Pokémon is now Poisoned.,68af8390c4f780b5153e6bb0
1785,"['F', 'F']",Burning Turbulence,120,This Pokémon also does 90 damage to itself. Your opponent's Active Pokémon is now Burned.,68af8390c4f780b5153e6bad
1786,"['F', 'F', 'F']",Land Crush,140,,68af8390c4f780b5153e6baa
1787,['1'],Gravitational Tackle,20x,This attack does 20 more damage for each [C] in your opponent’s Active Pokémon’s Retreat Cost.,68af8390c4f780b5153e6ba7
1788,['F'],Three-Step Strike,20x,Flip 3 coins. This attack does 20 damage for each heads.,68af8390c4f780b5153e6ba4
1789,['2'],Whip Expert,50+,"If you attached a Pokemon Tool card from your hand to this Pokemon during this turn, this attack does 70 more damage.",68af8390c4f780b5153e6ba4
1790,"['1', 'F', 'F']",Magma Purge,60x,You may discard up to 4 Energy from your Pokémon. This attack does 60 damage for each card discarded in this way.,68af8390c4f780b5153e6ba1
1791,['1'],Continuous Coin Toss,20x,Flip a coin until you get tails. This attack does 20 damage for each heads.,68af8390c4f780b5153e6b9e
1792,"['P', 'P']",Glittering Eyes,70+,"If Tulip is in your discard pile, this attack does 70 more damage.",68af8390c4f780b5153e6b9b
1793,['L'],Flail Around,10x,Flip 3 coins. This attack does 10 damage for each heads.,68af8390c4f780b5153e6b98
1794,['L'],Rear Kick,10,,68af8390c4f780b5153e6b95
1795,"['2', 'L']",Wild Charge,50,This Pokemon also does 20 damage to itself.,68af8390c4f780b5153e6b95
1796,['L'],Speed Ball,20,,68af8390c4f780b5153e6b92
1797,['2'],Plus Damage,10+,This attack does 10 more damage for each damage counter on your opponent’s Active Pokémon.,68af8390c4f780b5153e6b8f
1798,['3'],Hydro Pump,60+,This attack does 20 more damage for each W Energy attached to this Pokémon.,68af8390c4f780b5153e6b8c
1799,"['2', 'W']",Ram,30,,68af8390c4f780b5153e6b89
1800,"['W', 'W']",Frost Smash,60,,68af8390c4f780b5153e6b86
1801,['W'],Ice Shard,10+,"If your opponent’s Active Pokémon is a F Pokémon, this attack does 30 more damage.",68af8390c4f780b5153e6b80
1802,"['1', 'R', 'R']",Heat Ray,120,"During your next turn, this Pokemon can't use Heat Ray.",68af8390c4f780b5153e6b7d
1803,['0'],"Sorching Heater
During your opponent’s next turn, if this Pokémon is damaged by an attack",even if it is Knocked Out,", put 6 damage counters on the Attacking Pokémon.",68af8390c4f780b5153e6b7a
1804,"['2', 'G']",Mushroom Drain,80,Heal 30 damage from this Pokémon.,68af8390c4f780b5153e6b77
1805,['2'],Zen Headbutt,20,,68af8390c4f780b5153e6b74
1806,['2'],Confront,50,,68af8390c4f780b5153e6b71
1807,"['2', 'G']",Crag Bash,100,"During your opponent's next turn, this Pokemon takes 100 less damage from attacks from Evolution Pokemon (after applying Weakness and Resistance).",68af8390c4f780b5153e6b71
1808,['3'],"Blindside
This attack does 100 damage to 1 of your opponent's Pokémon that has any damage counters on it.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af838fc4f780b5153e6b5c
1809,['3'],"Homing Headbutt
This attack does 50 damage to 3 of your opponent's Pokémon that have any damage counters on them.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af838fc4f780b5153e6b26
1810,['5'],Baryon Beam,150,"If this Pokémon has a Future Booster Energy Capsule attached, this attack can be used for [3]",68af838fc4f780b5153e6b26
1811,['1'],Ram,30,,68af838fc4f780b5153e6b23
1812,['3'],Driving Buddy,70+,"If you played a Supporter card from your hand during this turn, this attack does 70 more damage.",68af838fc4f780b5153e6b23
1813,['3'],Shadowy Wind,130,You may put this Pokémon and all attached cards into your hand.,68af838fc4f780b5153e6b20
1814,['2'],Nom-Nom-Nom Incisors,120,Draw 2 cards.,68af838ec4f780b5153e6b1d
1815,['2'],Tumble Over,40,"During your next turn, this Pokémon can't attack.",68af838ec4f780b5153e6b1a
1816,['1'],Damage Rush,10x,Flip a coin until you get tails. This attack does 10 damage for each heads.,68af838ec4f780b5153e6b17
1817,['1'],Peck,10,,68af838ec4f780b5153e6b14
1818,['3'],Teetering Steps,100,This Pokémon is now Confused.,68af838ec4f780b5153e6b11
1819,['3'],Headbang,140,,68af838ec4f780b5153e6b0e
1820,['1'],Body Slam,10,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af838ec4f780b5153e6b0b
